id,date,season,gender,event_name,match_type,match_type_number,match_number,city,venue,team1,team2,referee,reserve_umpire,tv_umpire,umpire1,umpire2,team1players,team2players,toss_winner,toss_decision,winner,result,eliminator,wonBy,margin,method,player_of_match
1169330,10-05-2019,2019,male,Afghanistan tour of England and Scotland,ODI,4131,2,Edinburgh,"Grange Cricket Club, Raeburn Place",Scotland,Afghanistan,['RS Madugalle'],['DA Haggo'],,HDPK Dharmasena,AJT Dowdalls,"['MH Cross', 'KJ Coetzer', 'CS MacLeod', 'RD Berrington', 'HG Munsey', 'CD Wallace', 'TB Sole', 'SM Sharif', 'MRJ Watt', 'AC Evans', 'BTJ Wheal']","['Mohammad Shahzad', 'Hazratullah', 'Rahmat Shah', 'Hashmatullah Shahidi', 'Asghar Stanikzai', 'Gulbadin Naib', 'Dawlat Zadran', 'Najibullah Zadran', 'Aftab Alam', 'Sharafuddin Ashraf', 'Hamid Hassan']",Scotland,bat,Afghanistan,,,runs,2,D/L,['Rahmat Shah']
1152842,11-05-2019,2019,male,Pakistan tour of England,ODI,4133,2,Southampton,The Rose Bowl,England,Pakistan,['RB Richardson'],['MA Gough'],['PR Reiffel'],RT Robinson,CB Gaffaney,"['JJ Roy', 'JM Bairstow', 'JE Root', 'EJG Morgan', 'JC Buttler', 'BA Stokes', 'MM Ali', 'DJ Willey', 'AU Rashid', 'CR Woakes', 'LE Plunkett']","['Imam-ul-Haq', 'Fakhar Zaman', 'Babar Azam', 'Asif Ali', 'Haris Sohail', 'Sarfraz Ahmed', 'Imad Wasim', 'Faheem Ashraf', 'Hasan Ali', 'Shaheen Shah Afridi', 'Yasir Shah']",Pakistan,field,England,,,runs,12,,['JC Buttler']
1168511,11-05-2019,2019,male,Ireland Tri-Nation Series,ODI,4132,4,Dublin,"The Village, Malahide",Ireland,West Indies,['BC Broad'],['PA Reynolds'],['AJ Neill'],RA Kettleborough,R Black,"['PR Stirling', 'JA McCollum', 'A Balbirnie', 'WTS Porterfield', ""KJ O'Brien"", 'MR Adair', 'GC Wilson', 'GH Dockrell', 'WB Rankin', 'TJ Murtagh', 'J Little']","['SD Hope', 'SW Ambris', 'DM Bravo', 'RL Chase', 'JL Carter', 'JO Holder', 'FA Allen', 'AR Nurse', 'KAJ Roach', 'SS Cottrell', 'ST Gabriel']",Ireland,bat,West Indies,,,wickets,5,,['SW Ambris']
1177017,12-05-2019,2019,female,Pakistan Women tour of South Africa,ODI,1154,3,Benoni,Willowmoore Park,South Africa,Pakistan,['S Wadvalla'],['BP Jele'],,A Jacobs,A Paleker,"['L Lee', 'L Wolvaardt', 'A Steyn', 'S Luus', 'M du Preez', 'CL Tryon', 'M Kapp', 'S Jafta', 'M Klaas', 'TS Sekhukhune', 'S Ismail']","['Nahida Khan', 'Sidra Ameen', 'Javeria Khan', 'Bismah Maroof', 'Nida Dar', 'Aliya Riaz', 'Umaima Sohail', 'Sana Mir', 'Aiman Anwer', 'Sidra Nawaz', 'Nashra Sandhu']",Pakistan,field,,tie,,,,,['Aliya Riaz']
1168512,13-05-2019,2019,male,Ireland Tri-Nation Series,ODI,4134,5,Dublin,"The Village, Malahide",Bangladesh,West Indies,['BC Broad'],['R Black'],['M Hawthorne'],RA Kettleborough,AJ Neill,"['Tamim Iqbal', 'Soumya Sarkar', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Mohammad Mithun', 'Mahmudullah', 'Sabbir Rahman', 'Abu Jayed', 'Mehedi Hasan Miraz', 'Mashrafe Mortaza', 'Mustafizur Rahman']","['SD Hope', 'SW Ambris', 'DM Bravo', 'RL Chase', 'JL Carter', 'JO Holder', 'FA Allen', 'AR Nurse', 'RA Reifer', 'KAJ Roach', 'SS Cottrell']",West Indies,bat,Bangladesh,,,wickets,5,,['Mustafizur Rahman']
1152843,14-05-2019,2019,male,Pakistan tour of England,ODI,4135,3,Bristol,County Ground,England,Pakistan,['RB Richardson'],['AG Wharf'],['CB Gaffaney'],MA Gough,PR Reiffel,"['JJ Roy', 'JM Bairstow', 'JE Root', 'BA Stokes', 'MM Ali', 'EJG Morgan', 'JL Denly', 'TK Curran', 'CR Woakes', 'DJ Willey', 'LE Plunkett']","['Imam-ul-Haq', 'Fakhar Zaman', 'Babar Azam', 'Haris Sohail', 'Sarfraz Ahmed', 'Asif Ali', 'Imad Wasim', 'Faheem Ashraf', 'Hasan Ali', 'Shaheen Shah Afridi', 'Junaid Khan']",England,field,England,,,wickets,6,,['JM Bairstow']
1168513,15-05-2019,2019,male,Ireland Tri-Nation Series,ODI,4136,6,Dublin,Castle Avenue,Ireland,Bangladesh,['BC Broad'],['M Hawthorne'],['AJ Neill'],RA Kettleborough,R Black,"['PR Stirling', 'JA McCollum', 'A Balbirnie', 'WTS Porterfield', ""KJ O'Brien"", 'MR Adair', 'GC Wilson', 'GH Dockrell', 'BJ McCarthy', 'WB Rankin', 'J Little']","['Tamim Iqbal', 'Liton Das', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Mahmudullah', 'Mosaddek Hossain', 'Sabbir Rahman', 'Mashrafe Mortaza', 'Rubel Hossain', 'Abu Jayed', 'Mohammad Saifuddin']",Ireland,bat,Bangladesh,,,wickets,6,,['Abu Jayed']
1152844,17-05-2019,2019,male,Pakistan tour of England,ODI,4138,4,Nottingham,Trent Bridge,England,Pakistan,['RB Richardson'],['RJ Bailey'],['PR Reiffel'],CB Gaffaney,AG Wharf,"['JJ Roy', 'JM Vince', 'JE Root', 'BA Stokes', 'JC Buttler', 'MM Ali', 'JL Denly', 'TK Curran', 'AU Rashid', 'JC Archer', 'MA Wood']","['Imam-ul-Haq', 'Fakhar Zaman', 'Babar Azam', 'Mohammad Hafeez', 'Shoaib Malik', 'Asif Ali', 'Imad Wasim', 'Sarfraz Ahmed', 'Hasan Ali', 'Mohammad Hasnain', 'Junaid Khan']",England,field,England,,,wickets,3,,['JJ Roy']
1168514,17-05-2019,2019,male,Ireland Tri-Nation Series,ODI,4137,Final,Dublin,"The Village, Malahide",Bangladesh,West Indies,['BC Broad'],['M Hawthorne'],['R Black'],RA Kettleborough,PA Reynolds,"['Tamim Iqbal', 'Soumya Sarkar', 'Sabbir Rahman', 'Mushfiqur Rahim', 'Mohammad Mithun', 'Mahmudullah', 'Mosaddek Hossain', 'Mohammad Saifuddin', 'Mehedi Hasan Miraz', 'Mashrafe Mortaza', 'Mustafizur Rahman']","['SD Hope', 'SW Ambris', 'DM Bravo', 'RL Chase', 'JL Carter', 'JO Holder', 'FA Allen', 'AR Nurse', 'KAJ Roach', 'RA Reifer', 'ST Gabriel']",Bangladesh,field,Bangladesh,,,wickets,5,D/L,['Mosaddek Hossain']
1152845,19-05-2019,2019,male,Pakistan tour of England,ODI,4140,5,Leeds,Headingley,England,Pakistan,['RB Richardson'],['RT Robinson'],['CB Gaffaney'],MA Gough,PR Reiffel,"['JM Vince', 'JM Bairstow', 'JE Root', 'EJG Morgan', 'JC Buttler', 'BA Stokes', 'MM Ali', 'CR Woakes', 'DJ Willey', 'TK Curran', 'AU Rashid']","['Fakhar Zaman', 'Abid Ali', 'Babar Azam', 'Mohammad Hafeez', 'Sarfraz Ahmed', 'Shoaib Malik', 'Asif Ali', 'Imad Wasim', 'Hasan Ali', 'Shaheen Shah Afridi', 'Mohammad Hasnain']",England,bat,England,,,runs,54,,['CR Woakes']
1168515,19-05-2019,2019,male,Afghanistan tour of Ireland,ODI,4139,1,Belfast,"Civil Service Cricket Club, Stormont",Ireland,Afghanistan,['GF Labrooy'],['M Hawthorne'],,AJ Neill,S George,"['PR Stirling', 'JA McCollum', 'A Balbirnie', 'WTS Porterfield', ""KJ O'Brien"", 'GC Wilson', 'GH Dockrell', 'MR Adair', 'AR McBrine', 'TJ Murtagh', 'WB Rankin']","['Mohammad Shahzad', 'Hazratullah', 'Rahmat Shah', 'Asghar Stanikzai', 'Hashmatullah Shahidi', 'Mohammad Nabi', 'Gulbadin Naib', 'Rashid Khan', 'Dawlat Zadran', 'Aftab Alam', 'Mujeeb Ur Rahman']",Afghanistan,field,Ireland,,,runs,72,,
1168516,21-05-2019,2019,male,Afghanistan tour of Ireland,ODI,4141,2,Belfast,"Civil Service Cricket Club, Stormont",Ireland,Afghanistan,['GF Labrooy'],['AJ Neill'],,M Hawthorne,S George,"['PR Stirling', 'JA McCollum', 'A Balbirnie', 'WTS Porterfield', ""KJ O'Brien"", 'GC Wilson', 'AR McBrine', 'MR Adair', 'BJ McCarthy', 'TJ Murtagh', 'WB Rankin']","['Mohammad Shahzad', 'Noor Ali Zadran', 'Rahmat Shah', 'Asghar Stanikzai', 'Hashmatullah Shahidi', 'Gulbadin Naib', 'Najibullah Zadran', 'Rashid Khan', 'Dawlat Zadran', 'Aftab Alam', 'Mujeeb Ur Rahman']",Ireland,field,Afghanistan,,,runs,126,,
1169332,21-05-2019,2019,male,Sri Lanka tour of England and Scotland,ODI,4142,2,Edinburgh,"Grange Cricket Club, Raeburn Place",Scotland,Sri Lanka,['J Srinath'],['DA Haggo'],,DH Mclean,GO Brathwaite,"['MH Cross', 'KJ Coetzer', 'CS MacLeod', 'CD Wallace', 'HG Munsey', 'MA Leask', 'TB Sole', 'SM Sharif', 'MRJ Watt', 'AC Evans', 'BTJ Wheal']","['WIA Fernando', 'FDM Karunaratne', 'BKG Mendis', 'NLTC Perera', 'AD Mathews', 'HDRL Thirimanne', 'DM de Silva', 'BMAJ Mendis', 'I Udana', 'RAS Lakmal', 'N Pradeep']",Scotland,field,Sri Lanka,,,runs,35,D/L,['N Pradeep']
1144483,30-05-2019,2019,male,World Cup,ODI,4143,1,London,Kennington Oval,England,South Africa,['DC Boon'],['JS Wilson'],['PR Reiffel'],BNJ Oxenford,HDPK Dharmasena,"['JJ Roy', 'JM Bairstow', 'JE Root', 'EJG Morgan', 'BA Stokes', 'JC Buttler', 'MM Ali', 'CR Woakes', 'LE Plunkett', 'JC Archer', 'AU Rashid']","['Q de Kock', 'HM Amla', 'AK Markram', 'F du Plessis', 'HE van der Dussen', 'JP Duminy', 'D Pretorius', 'AL Phehlukwayo', 'K Rabada', 'L Ngidi', 'Imran Tahir']",South Africa,field,England,,,runs,104,,['BA Stokes']
1144484,31-05-2019,2019,male,World Cup,ODI,4144,2,Nottingham,Trent Bridge,Pakistan,West Indies,['JJ Crowe'],['RSA Palliyaguruge'],['S Ravi'],CB Gaffaney,M Erasmus,"['Imam-ul-Haq', 'Fakhar Zaman', 'Babar Azam', 'Haris Sohail', 'Sarfraz Ahmed', 'Mohammad Hafeez', 'Imad Wasim', 'Shadab Khan', 'Hasan Ali', 'Wahab Riaz', 'Mohammad Amir']","['CH Gayle', 'SD Hope', 'DM Bravo', 'N Pooran', 'SO Hetmyer', 'AD Russell', 'JO Holder', 'CR Brathwaite', 'AR Nurse', 'SS Cottrell', 'O Thomas']",West Indies,field,West Indies,,,wickets,7,,['O Thomas']
1144485,01-06-2019,2019,male,World Cup,ODI,4145,3,Cardiff,Sophia Gardens,New Zealand,Sri Lanka,['AJ Pycroft'],['P Wilson'],['NJ Llong'],RJ Tucker,IJ Gould,"['MJ Guptill', 'C Munro', 'KS Williamson', 'LRPL Taylor', 'TWM Latham', 'JDS Neesham', 'C de Grandhomme', 'MJ Santner', 'MJ Henry', 'LH Ferguson', 'TA Boult']","['HDRL Thirimanne', 'FDM Karunaratne', 'MDKJ Perera', 'BKG Mendis', 'DM de Silva', 'AD Mathews', 'BMAJ Mendis', 'NLTC Perera', 'I Udana', 'RAS Lakmal', 'SL Malinga']",New Zealand,field,New Zealand,,,wickets,10,,['MJ Henry']
1144486,01-06-2019,2019,male,World Cup,ODI,4146,4,Bristol,County Ground,Afghanistan,Australia,['RS Madugalle'],['RA Kettleborough'],['MA Gough'],Aleem Dar,RK Illingworth,"['Mohammad Shahzad', 'Hazratullah', 'Rahmat Shah', 'Hashmatullah Shahidi', 'Mohammad Nabi', 'Gulbadin Naib', 'Najibullah Zadran', 'Rashid Khan', 'Dawlat Zadran', 'Mujeeb Ur Rahman', 'Hamid Hassan']","['AJ Finch', 'DA Warner', 'UT Khawaja', 'SPD Smith', 'GJ Maxwell', 'MP Stoinis', 'AT Carey', 'NM Coulter-Nile', 'PJ Cummins', 'MA Starc', 'A Zampa']",Afghanistan,bat,Australia,,,wickets,7,,['DA Warner']
1144487,02-06-2019,2019,male,World Cup,ODI,4147,5,London,Kennington Oval,Bangladesh,South Africa,['DC Boon'],['BNJ Oxenford'],['HDPK Dharmasena'],JS Wilson,PR Reiffel,"['Tamim Iqbal', 'Soumya Sarkar', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Mohammad Mithun', 'Mahmudullah', 'Mosaddek Hossain', 'Mehedi Hasan Miraz', 'Mohammad Saifuddin', 'Mashrafe Mortaza', 'Mustafizur Rahman']","['Q de Kock', 'AK Markram', 'F du Plessis', 'DA Miller', 'HE van der Dussen', 'JP Duminy', 'AL Phehlukwayo', 'CH Morris', 'K Rabada', 'Imran Tahir', 'L Ngidi']",South Africa,field,Bangladesh,,,runs,21,,['Shakib Al Hasan']
1144488,03-06-2019,2019,male,World Cup,ODI,4148,6,Nottingham,Trent Bridge,England,Pakistan,['JJ Crowe'],['CB Gaffaney'],['RSA Palliyaguruge'],M Erasmus,S Ravi,"['JJ Roy', 'JM Bairstow', 'JE Root', 'EJG Morgan', 'BA Stokes', 'JC Buttler', 'MM Ali', 'CR Woakes', 'JC Archer', 'AU Rashid', 'MA Wood']","['Imam-ul-Haq', 'Fakhar Zaman', 'Babar Azam', 'Mohammad Hafeez', 'Sarfraz Ahmed', 'Asif Ali', 'Shoaib Malik', 'Wahab Riaz', 'Hasan Ali', 'Shadab Khan', 'Mohammad Amir']",England,field,Pakistan,,,runs,14,,['Mohammad Hafeez']
1144489,04-06-2019,2019,male,World Cup,ODI,4149,7,Cardiff,Sophia Gardens,Afghanistan,Sri Lanka,['AJ Pycroft'],['IJ Gould'],['RJ Tucker'],P Wilson,NJ Llong,"['Mohammad Shahzad', 'Hazratullah', 'Rahmat Shah', 'Hashmatullah Shahidi', 'Mohammad Nabi', 'Gulbadin Naib', 'Najibullah Zadran', 'Rashid Khan', 'Dawlat Zadran', 'Hamid Hassan', 'Mujeeb Ur Rahman']","['FDM Karunaratne', 'MDKJ Perera', 'HDRL Thirimanne', 'BKG Mendis', 'AD Mathews', 'DM de Silva', 'NLTC Perera', 'I Udana', 'RAS Lakmal', 'SL Malinga', 'N Pradeep']",Afghanistan,field,Sri Lanka,,,runs,34,D/L,['N Pradeep']
1144490,05-06-2019,2019,male,World Cup,ODI,4150,8,Southampton,The Rose Bowl,India,South Africa,['RS Madugalle'],['Aleem Dar'],['RK Illingworth'],RA Kettleborough,MA Gough,"['S Dhawan', 'RG Sharma', 'V Kohli', 'KL Rahul', 'MS Dhoni', 'HH Pandya', 'KM Jadhav', 'B Kumar', 'Kuldeep Yadav', 'YS Chahal', 'JJ Bumrah']","['HM Amla', 'Q de Kock', 'F du Plessis', 'HE van der Dussen', 'DA Miller', 'JP Duminy', 'AL Phehlukwayo', 'CH Morris', 'K Rabada', 'Imran Tahir', 'T Shamsi']",South Africa,bat,India,,,wickets,6,,['RG Sharma']
1144491,05-06-2019,2019,male,World Cup,ODI,4151,9,London,Kennington Oval,Bangladesh,New Zealand,['DC Boon'],['HDPK Dharmasena'],['JS Wilson'],BNJ Oxenford,PR Reiffel,"['Tamim Iqbal', 'Soumya Sarkar', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Mohammad Mithun', 'Mahmudullah', 'Mosaddek Hossain', 'Mohammad Saifuddin', 'Mehedi Hasan Miraz', 'Mashrafe Mortaza', 'Mustafizur Rahman']","['MJ Guptill', 'C Munro', 'KS Williamson', 'LRPL Taylor', 'TWM Latham', 'JDS Neesham', 'C de Grandhomme', 'MJ Santner', 'MJ Henry', 'LH Ferguson', 'TA Boult']",New Zealand,field,New Zealand,,,wickets,2,,['LRPL Taylor']
1144492,06-06-2019,2019,male,World Cup,ODI,4152,10,Nottingham,Trent Bridge,Australia,West Indies,['JJ Crowe'],['S Ravi'],['M Erasmus'],CB Gaffaney,RSA Palliyaguruge,"['DA Warner', 'AJ Finch', 'UT Khawaja', 'SPD Smith', 'GJ Maxwell', 'MP Stoinis', 'AT Carey', 'NM Coulter-Nile', 'PJ Cummins', 'MA Starc', 'A Zampa']","['CH Gayle', 'E Lewis', 'SD Hope', 'N Pooran', 'SO Hetmyer', 'JO Holder', 'AD Russell', 'CR Brathwaite', 'AR Nurse', 'SS Cottrell', 'O Thomas']",West Indies,field,Australia,,,runs,15,,['NM Coulter-Nile']
1168016,06-06-2019,2019,female,ICC Women's Championship,ODI,1155,,Leicester,Grace Road,England,West Indies,['Phil Whitticase'],['S Redfern'],['DJ Millns'],GD Lloyd,AG Wharf,"['AE Jones', 'TT Beaumont', 'SJ Taylor', 'HC Knight', 'NR Sciver', 'DN Wyatt', 'KH Brunt', 'A Shrubsole', 'LA Marsh', 'KL Cross', 'S Ecclestone']","['HK Matthews', 'Kycia A Knight', 'SA Campbelle', 'SR Taylor', 'CN Nation', 'Kyshona A Knight', 'SACA King', 'CA Henry', 'ASS Fletcher', 'SC Selman', 'SS Connell']",England,bat,England,,,runs,208,,['AE Jones']
1144494,08-06-2019,2019,male,World Cup,ODI,4153,12,Cardiff,Sophia Gardens,England,Bangladesh,['DC Boon'],['PR Reiffel'],['BNJ Oxenford'],JS Wilson,HDPK Dharmasena,"['JJ Roy', 'JM Bairstow', 'JE Root', 'JC Buttler', 'EJG Morgan', 'BA Stokes', 'CR Woakes', 'LE Plunkett', 'JC Archer', 'AU Rashid', 'MA Wood']","['Tamim Iqbal', 'Soumya Sarkar', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Mohammad Mithun', 'Mahmudullah', 'Mosaddek Hossain', 'Mohammad Saifuddin', 'Mehedi Hasan Miraz', 'Mashrafe Mortaza', 'Mustafizur Rahman']",Bangladesh,field,England,,,runs,106,,['JJ Roy']
1144495,08-06-2019,2019,male,World Cup,ODI,4154,13,Taunton,The Cooper Associates County Ground,Afghanistan,New Zealand,['RS Madugalle'],['RK Illingworth'],['RA Kettleborough'],MA Gough,Aleem Dar,"['Hazratullah', 'Noor Ali Zadran', 'Rahmat Shah', 'Hashmatullah Shahidi', 'Gulbadin Naib', 'Mohammad Nabi', 'Najibullah Zadran', 'Ikram Alikhil', 'Rashid Khan', 'Aftab Alam', 'Hamid Hassan']","['MJ Guptill', 'C Munro', 'KS Williamson', 'LRPL Taylor', 'TWM Latham', 'JDS Neesham', 'C de Grandhomme', 'MJ Santner', 'MJ Henry', 'LH Ferguson', 'TA Boult']",New Zealand,field,New Zealand,,,wickets,7,,['JDS Neesham']
1144496,09-06-2019,2019,male,World Cup,ODI,4155,14,London,Kennington Oval,Australia,India,['AJ Pycroft'],['RSA Palliyaguruge'],['NJ Llong'],IJ Gould,CB Gaffaney,"['DA Warner', 'AJ Finch', 'SPD Smith', 'UT Khawaja', 'GJ Maxwell', 'MP Stoinis', 'AT Carey', 'NM Coulter-Nile', 'PJ Cummins', 'MA Starc', 'A Zampa']","['RG Sharma', 'S Dhawan', 'V Kohli', 'HH Pandya', 'MS Dhoni', 'KL Rahul', 'KM Jadhav', 'B Kumar', 'Kuldeep Yadav', 'YS Chahal', 'JJ Bumrah']",India,bat,India,,,runs,36,,['S Dhawan']
1168017,09-06-2019,2019,female,ICC Women's Championship,ODI,1156,,Worcester,"County Ground, New Road",England,West Indies,['Phil Whitticase'],['GD Lloyd'],['AG Wharf'],S Redfern,DJ Millns,"['TT Beaumont', 'AE Jones', 'SJ Taylor', 'HC Knight', 'NR Sciver', 'DN Wyatt', 'KH Brunt', 'A Shrubsole', 'S Ecclestone', 'LA Marsh', 'KL Cross']","['HK Matthews', 'B Cooper', 'Kycia A Knight', 'SR Taylor', 'CN Nation', 'SA Campbelle', 'Kyshona A Knight', 'SACA King', 'ASS Fletcher', 'SS Connell', 'CA Henry']",England,bat,England,,,runs,121,D/L,['A Shrubsole']
1144497,10-06-2019,2019,male,World Cup,ODI,4156,15,Southampton,The Rose Bowl,South Africa,West Indies,['DC Boon'],['HDPK Dharmasena'],['S Ravi'],P Wilson,RJ Tucker,"['Q de Kock', 'HM Amla', 'AK Markram', 'F du Plessis', 'HE van der Dussen', 'DA Miller', 'AL Phehlukwayo', 'CH Morris', 'K Rabada', 'Imran Tahir', 'BE Hendricks']","['CH Gayle', 'DM Bravo', 'SD Hope', 'N Pooran', 'SO Hetmyer', 'JO Holder', 'CR Brathwaite', 'AR Nurse', 'KAJ Roach', 'SS Cottrell', 'O Thomas']",West Indies,field,,no result,,,,,
1144499,12-06-2019,2019,male,World Cup,ODI,4157,17,Taunton,The Cooper Associates County Ground,Australia,Pakistan,['AJ Pycroft'],['CB Gaffaney'],['IJ Gould'],NJ Llong,RSA Palliyaguruge,"['AJ Finch', 'DA Warner', 'SPD Smith', 'GJ Maxwell', 'SE Marsh', 'UT Khawaja', 'AT Carey', 'NM Coulter-Nile', 'PJ Cummins', 'MA Starc', 'KW Richardson']","['Imam-ul-Haq', 'Fakhar Zaman', 'Babar Azam', 'Mohammad Hafeez', 'Sarfraz Ahmed', 'Shoaib Malik', 'Asif Ali', 'Hasan Ali', 'Wahab Riaz', 'Mohammad Amir', 'Shaheen Shah Afridi']",Pakistan,field,Australia,,,runs,41,,['DA Warner']
1168018,13-06-2019,2019,female,ICC Women's Championship,ODI,1157,,Chelmsford,County Ground,England,West Indies,,['James Middlebrook'],['GD Lloyd'],DJ Millns,S Redfern,"['AE Jones', 'TT Beaumont', 'SJ Taylor', 'DN Wyatt', 'HC Knight', 'FC Wilson', 'A Shrubsole', 'JL Gunn', 'BF Smith', 'KL Cross', 'S Ecclestone']","['HK Matthews', 'B Cooper', 'Kycia A Knight', 'NY McLean', 'CN Nation', 'SACA King', 'SA Campbelle', 'ASS Fletcher', 'K Ramharack', 'SS Connell', 'SR Taylor']",West Indies,field,England,,,runs,135,D/L,['AE Jones']
1144501,14-06-2019,2019,male,World Cup,ODI,4158,19,Southampton,The Rose Bowl,England,West Indies,['DC Boon'],['P Wilson'],['RJ Tucker'],HDPK Dharmasena,S Ravi,"['JM Bairstow', 'JE Root', 'CR Woakes', 'BA Stokes', 'JJ Roy', 'EJG Morgan', 'JC Buttler', 'LE Plunkett', 'JC Archer', 'AU Rashid', 'MA Wood']","['CH Gayle', 'E Lewis', 'SD Hope', 'N Pooran', 'SO Hetmyer', 'JO Holder', 'AD Russell', 'CR Brathwaite', 'SS Cottrell', 'O Thomas', 'ST Gabriel']",England,field,England,,,wickets,8,,['JE Root']
1144502,15-06-2019,2019,male,World Cup,ODI,4159,20,London,Kennington Oval,Australia,Sri Lanka,['JJ Crowe'],['RA Kettleborough'],['MA Gough'],Aleem Dar,RK Illingworth,"['DA Warner', 'AJ Finch', 'UT Khawaja', 'SPD Smith', 'GJ Maxwell', 'SE Marsh', 'AT Carey', 'PJ Cummins', 'MA Starc', 'JP Behrendorff', 'KW Richardson']","['FDM Karunaratne', 'MDKJ Perera', 'HDRL Thirimanne', 'BKG Mendis', 'AD Mathews', 'TAM Siriwardana', 'NLTC Perera', 'DM de Silva', 'I Udana', 'SL Malinga', 'N Pradeep']",Sri Lanka,field,Australia,,,runs,87,,['AJ Finch']
1144503,15-06-2019,2019,male,World Cup,ODI,4160,21,Cardiff,Sophia Gardens,Afghanistan,South Africa,['AJ Pycroft'],['NJ Llong'],['IJ Gould'],CB Gaffaney,RSA Palliyaguruge,"['Hazratullah', 'Noor Ali Zadran', 'Rahmat Shah', 'Hashmatullah Shahidi', 'Asghar Stanikzai', 'Mohammad Nabi', 'Ikram Alikhil', 'Gulbadin Naib', 'Rashid Khan', 'Hamid Hassan', 'Aftab Alam']","['HM Amla', 'Q de Kock', 'AL Phehlukwayo', 'AK Markram', 'F du Plessis', 'HE van der Dussen', 'DA Miller', 'CH Morris', 'K Rabada', 'Imran Tahir', 'BE Hendricks']",South Africa,field,South Africa,,,wickets,9,D/L,['Imran Tahir']
1144504,16-06-2019,2019,male,World Cup,ODI,4161,22,Manchester,Old Trafford,India,Pakistan,['RS Madugalle'],['PR Reiffel'],['JS Wilson'],BNJ Oxenford,M Erasmus,"['KL Rahul', 'RG Sharma', 'V Kohli', 'HH Pandya', 'MS Dhoni', 'V Shankar', 'KM Jadhav', 'B Kumar', 'Kuldeep Yadav', 'YS Chahal', 'JJ Bumrah']","['Imam-ul-Haq', 'Fakhar Zaman', 'Babar Azam', 'Mohammad Hafeez', 'Sarfraz Ahmed', 'Shoaib Malik', 'Imad Wasim', 'Shadab Khan', 'Hasan Ali', 'Wahab Riaz', 'Mohammad Amir']",Pakistan,field,India,,,runs,89,D/L,['RG Sharma']
1144505,17-06-2019,2019,male,World Cup,ODI,4162,23,Taunton,The Cooper Associates County Ground,Bangladesh,West Indies,['DC Boon'],['HDPK Dharmasena'],['P Wilson'],RJ Tucker,S Ravi,"['Tamim Iqbal', 'Soumya Sarkar', 'Shakib Al Hasan', 'Mushfiqur Rahim', 'Liton Das', 'Mahmudullah', 'Mosaddek Hossain', 'Mohammad Saifuddin', 'Mehedi Hasan Miraz', 'Mashrafe Mortaza', 'Mustafizur Rahman']","['CH Gayle', 'E Lewis', 'SD Hope', 'N Pooran', 'SO Hetmyer', 'AD Russell', 'JO Holder', 'DM Bravo', 'O Thomas', 'SS Cottrell', 'ST Gabriel']",Bangladesh,field,Bangladesh,,,wickets,7,,['Shakib Al Hasan']
1144506,18-06-2019,2019,male,World Cup,ODI,4163,24,Manchester,Old Trafford,England,Afghanistan,['RS Madugalle'],['BNJ Oxenford'],['M Erasmus'],JS Wilson,PR Reiffel,"['JM Vince', 'JM Bairstow', 'JE Root', 'EJG Morgan', 'JC Buttler', 'BA Stokes', 'MM Ali', 'CR Woakes', 'JC Archer', 'AU Rashid', 'MA Wood']","['Noor Ali Zadran', 'Gulbadin Naib', 'Rahmat Shah', 'Hashmatullah Shahidi', 'Asghar Stanikzai', 'Mohammad Nabi', 'Najibullah Zadran', 'Rashid Khan', 'Ikram Alikhil', 'Dawlat Zadran', 'Mujeeb Ur Rahman']",England,bat,England,,,runs,150,,['EJG Morgan']
1144507,19-06-2019,2019,male,World Cup,ODI,4165,25,Birmingham,Edgbaston,New Zealand,South Africa,['RB Richardson'],['RSA Palliyaguruge'],['RJ Tucker'],IJ Gould,NJ Llong,"['MJ Guptill', 'C Munro', 'KS Williamson', 'LRPL Taylor', 'TWM Latham', 'JDS Neesham', 'C de Grandhomme', 'MJ Santner', 'MJ Henry', 'LH Ferguson', 'TA Boult']","['Q de Kock', 'HM Amla', 'F du Plessis', 'AK Markram', 'HE van der Dussen', 'DA Miller', 'AL Phehlukwayo', 'CH Morris', 'K Rabada', 'Imran Tahir', 'L Ngidi']",New Zealand,field,New Zealand,,,wickets,4,,['KS Williamson']
1188377,19-06-2019,2019,male,Zimbabwe tour of Netherlands and Ireland,ODI,4164,1,Deventer,Sportpark Het Schootsveld,Netherlands,Zimbabwe,['GF Labrooy'],['WPM van Liemt'],,AT Holdstock,HKG Jansen,"['TP Visee', ""MP O'Dowd"", 'BN Cooper', 'BFW de Leede', 'W Barresi', 'PM Seelaar', 'SA Edwards', 'FJ Klaassen', 'PA van Meekeren', 'VJ Kingma', 'RE van der Merwe']","['H Masakadza', 'SF Mire', 'CR Ervine', 'BRM Taylor', 'SC Williams', 'Sikandar Raza', 'PJ Moor', 'DT Tiripano', 'KM Jarvis', 'TL Chatara', 'A Ndlovu']",Zimbabwe,bat,Netherlands,,,wickets,7,D/L,
